Rang;n° rue;Nom rue;Code postal;Ville;Date création;Nom société;APE;Catégorie;Nbr employé;Mise à jour;Date finance;Revenu;Profit
469;;PAVE DU MOULIN;59260;LILLE;1996;HYDENET;4649Z;Commerce de gros d'autres biens domestiques;12;2002-02-12T00:00:00;31/12/2015;24237540;1545290
470;1;RUE ESQUERMOISE;59800;LILLE;2009;CHARLESTOWN;8299Z;Autres activités de soutien aux entreprises n.c.a.;722;2009-02-03T00:00:00;31/12/2015;23881146;2131913
471;179;BOULEVARD DE TURIN;59777;LILLE;2010;BEING;7311Z;Activités des agences de publicité;139;2010-05-10T00:00:00;31/12/2015;23813938;-5361862
472;23;RUE DE LA MONNAIE;59800;LILLE;2007;DAVIMAR;4771Z;Commerce de détail d'habillement en magasin spécialisé;215;2008-03-17T00:00:00;31/01/2015;23750613;-3785530
473;14;RUE DE LA GRANDE CHAUSSEE;59800;LILLE;2003;SO FRA DE;4771Z;Commerce de détail d'habillement en magasin spécialisé;100;2015-04-15T00:00:00;31/12/2015;23690952;401728
474;130;BOULEVARD DE LA LIBERTE;59800;LILLE;2015;CROP'S;4631Z;Commerce de gros (commerce interentreprises) de fruits et légumes;3;2016-01-27T00:00:00;30/06/2015;23618651;96132
475;56;RUE FAIDHERBE;59000;LILLE;1900;SALAMANDER FRANCE;4772A;Commerce de détail de la chaussure;191;1993-01-04T00:00:00;31/12/2015;23517411;313903
476;213;BOULEVARD DE TURIN;59777;LILLE;2007;RIGHT MANAGEMENT SAS;7022Z;Conseil pour les affaires et autres conseils de gestion;143;2007-03-23T00:00:00;31/12/2015;23358837;-1213941
477;21;RUE ESQUERMOISE;59800;LILLE;2014;COMTESSE DU BARRY;1013A;Préparation industrielle de produits à  base de viande;181;2014-12-21T00:00:00;30/06/2015;23277177;-680260
478;6;RUE DES FOSSES;59800;LILLE;2016;OXBOW;4642Z;Commerce de gros d'habillement et de chaussures;54;2016-11-17T00:00:00;31/12/2015;23202597;2067709
479;6;RUE DES FOSSES;59800;LILLE;2016;OXBOW;4642Z;Commerce de gros d'habillement et de chaussures;54;2016-11-17T00:00:00;31/12/2015;23202597;2067709
480;36;RUE DE L HOPITAL MILITAIRE;59800;LILLE;2015;VIVERIS SYSTEMES;6202A;Conseil en systèmes et logiciels informatiques;286;2015-11-25T00:00:00;31/12/2015;23085511;-62677
481;6;RUE LEON TRULIN;59800;LILLE;1987;INFORMATION ET DIFFUSION;6391Z;Activités des agences de presse;104;2009-04-08T00:00:00;31/12/2015;23069686;209583
482;24;BOULEVARD CARNOT;59800;LILLE;2008;ADIT;7022Z;Conseil pour les affaires et autres conseils de gestion;116;2015-02-08T00:00:00;31/12/2015;22999097;3303204
483;;PORT FLUVIAL 2EME AVENUE;59000;LILLE;2009;DERET TRANSPORTEUR;4941A;Transports routiers de fret interurbains;198;2015-11-17T00:00:00;31/12/2015;22883140;1173807
484;;RUE RACHEL LEMPEREUR;59000;LILLE;2014;B C D TRAVEL FRANCE;7911Z;Activités des agences de voyage;285;2014-02-18T00:00:00;31/12/2015;22637743;-2504910
485;;PLACE DE LA GARE;59800;LILLE;2014;ADOPT';4645Z;Commerce de gros de parfumerie et de produits de beauté;200;2014-06-23T00:00:00;31/12/2015;22585933;345558
486;80;RUE DE PARIS;59800;LILLE;2004;ADOPT';4645Z;Commerce de gros de parfumerie et de produits de beauté;200;2004-10-15T00:00:00;31/12/2015;22585933;345558
487;;PLACE DE LA GARE;59800;LILLE;2007;ADOPT';4645Z;Commerce de gros de parfumerie et de produits de beauté;200;2014-06-23T00:00:00;31/12/2015;22585933;345558
488;;CTRE COMMERCIAL EURALILLE;59777;LILLE;2005;BEELINE RETAIL;4778C;Autres commerces de détail spécialisés divers;146;2005-09-28T00:00:00;31/12/2015;22540416;610583
489;130;BOULEVARD DE LA LIBERTE;59800;LILLE;2015;P L F;4638B;Commerce de gros alimentaire spécialisé divers;1;2016-02-07T00:00:00;31/12/2015;22322017;1361510
490;23;RUE ESQUERMOISE;59800;LILLE;2015;LE CREUSET FRANCE;2599A;Fabrication d'articles métalliques ménagers;86;2015-11-12T00:00:00;31/12/2015;22205530;531799
491;;RUE DE L EUROPE LOMME;59160;LILLE;2002;SOFRINO;5210A;Entreposage et stockage frigorifique;135;2002-12-30T00:00:00;31/12/2015;21926660;1349950
492;169;RUE DE PARIS;59800;LILLE;2014;CSF ASSURANCES;6622Z;Activités des agents et courtiers d'assurances;50;2014-02-26T00:00:00;31/12/2015;21916078;1772611
493;98;BOULEVARD VICTOR HUGO;59000;LILLE;2014;MANDAE;6622Z;Activités des agents et courtiers d'assurances;223;2016-01-31T00:00:00;31/12/2015;21748625;-241730
494;;MARCHE D INTERET NATIONAL;59160;LILLE;2008;CHARLET;4631Z;Commerce de gros (commerce interentreprises) de fruits et légumes;94;2008-12-31T00:00:00;31/12/2015;20981680;-285099
495;56;RUE DE PARIS;59800;LILLE;1989;NEUFTEX;4751Z;Commerce de détail de textiles en magasin spécialisé;193;2000-09-14T00:00:00;31/12/2015;20785117;-4073259
496;9019;MARCHE D INTERET NATIONAL;59160;LILLE;1997;LOSFELD DISTRIBUTION;4633Z;Com. gros produits laitiers, oeufs, huiles & mat. grasses comest.;46;2001-07-18T00:00:00;31/03/2015;20563684;308701
497;41;RUE DE LA GRANDE CHAUSSEE;59800;LILLE;2016;JEAN CACHAREL SA;7410Z;Activités spécialisées de design;38;2016-04-01T00:00:00;31/10/2015;20500548;9384175
498;16;PLACE DU GENERAL DE GAULLE;59800;LILLE;2003;EUROP IRON;4672Z;Commerce de gros de minerais et métaux;0;2014-10-07T00:00:00;31/12/2015;20463488;161951
499;12;RUE DU VIEUX FAUBOURG;59800;LILLE;2016;MULTIBURO;6820B;Location de terrains et d'autres biens immobiliers;83;2016-09-01T00:00:00;31/12/2015;20394705;855970
500;2;RUE GAUTHIER DE CHATILLON;59000;LILLE;2012;INFIMED;7739Z;Location et location-bail machines, équipements et biens divers;7;2015-12-15T00:00:00;30/06/2015;20376507;529831
501;199;RUE SOLFERINO;59000;LILLE;2014;ADVENIS GESTION PRIVEE;6622Z;Activités des agents et courtiers d'assurances;154;2015-02-08T00:00:00;31/12/2015;20218205;-4014213
502;74;RUE NATIONALE;59800;LILLE;2001;CAP 5;7911Z;Activités des agences de voyage;100;2001-11-12T00:00:00;31/12/2015;20125977;1183118
503;115;RUE NATIONALE;59800;LILLE;2001;CAP 5;7911Z;Activités des agences de voyage;100;2001-11-12T00:00:00;31/12/2015;20125977;1183118
504;20;PLACE DU GENERAL DE GAULLE;59800;LILLE;2001;CAP 5;7911Z;Activités des agences de voyage;100;2001-11-12T00:00:00;31/12/2015;20125977;1183118
505;45;RUE FAIDHERBE;59000;LILLE;2008;CAP 5;7911Z;Activités des agences de voyage;100;2009-01-25T00:00:00;31/12/2015;20125977;1183118
506;1;RUE DU CHATEAU D ISENGHIEN;59160;LILLE;1996;KINEPOLIS LE CHATEAU DU CINEMA;5914Z;Projection de films cinématographiques;51;2015-04-04T00:00:00;31/12/2015;20029844;634504
507;7;RUE NATIONALE;59800;LILLE;2016;POMME DE PAIN;5610C;Restauration de type rapide;545;2016-10-28T00:00:00;30/06/2015;19856514;-3481547
508;11;RUE DE BETHUNE;59800;LILLE;2002;POMME DE PAIN;5610C;Restauration de type rapide;545;2007-10-02T00:00:00;30/06/2015;19856514;-3481547
509;67;RUE DE LUXEMBOURG;59777;LILLE;2010;IN EXTENSO NORD DE FRANCE;6920Z;Activités comptables;243;2016-10-23T00:00:00;31/05/2015;19843942;993307
510;46;RUE DES CANONNIERS;59800;LILLE;2014;IN EXTENSO NORD DE FRANCE;6920Z;Activités comptables;243;2014-02-14T00:00:00;31/05/2015;19843942;993307
511;25;RUE DE LA GRANDE CHAUSSEE;59800;LILLE;2011;LA PERLA FRANCE;4771Z;Commerce de détail d'habillement en magasin spécialisé;77;2011-05-27T00:00:00;31/12/2015;19804281;-276876
512;5;RUE DE TENREMONDE;59800;LILLE;2016;MAISONS INDIVIDUELLES  HAUTS DE FRANCE;4120A;Construction de maisons individuelles;20;2016-10-26T00:00:00;31/12/2015;19672839;856495
513;113;RUE DE LANNOY;59800;LILLE;1999;INNOVATION DEVELOPPEMENT FORMATION;8559A;Formation continue d'adultes;295;2015-12-09T00:00:00;31/12/2015;19389574;2655972
514;5;RUE DE L EUROPE LOMME;59160;LILLE;1996;OPTIMEAT;4632A;Commerce de gros de viandes de boucherie;6;2011-07-04T00:00:00;31/12/2015;19314272;23942
515;89;RUE NATIONALE;59800;LILLE;2013;IDRAC SOCIETE A RESPONSABILITE LIMITEE;8559A;Formation continue d'adultes;87;2015-02-08T00:00:00;31/08/2015;19242074;-803775
516;3;RUE DU DOCTEUR HUART;59260;LILLE;2004;3.I.D;8129B;Autres activités de nettoyage n.c.a.;136;2004-01-15T00:00:00;31/12/2015;19083438;2955349
517;28;PLACE DE LA GARE;59800;LILLE;2005;SEMAPHORES EXPERTISE;6920Z;Activités comptables;173;2005-05-19T00:00:00;31/12/2015;18847532;-575658
518;14;PLACE NOUVELLE AVENTURE;59000;LILLE;2012;SODIPAR;4711D;Supermarchés;96;2013-03-06T00:00:00;31/12/2015;18793494;-1178448
519;76;RUE D EMMERIN;59000;LILLE;1957;CATRYBAYART;4674B;Commerce de gros de fournitures pour la plomberie et le chauffage;53;2015-06-12T00:00:00;31/12/2015;18621359;901519
520;34;BOULEVARD JEAN BAPTISTE LEBAS;59000;LILLE;2002;UCAR DEVELOPPEMENT;7711A;Location de courte durée voitures & véhicules auto. légers;62;2004-01-19T00:00:00;31/12/2015;18487315;560878
521;29;RUE ESQUERMOISE;59800;LILLE;2015;H R TEAM;6202A;Conseil en systèmes et logiciels informatiques;141;2016-01-24T00:00:00;31/12/2015;18486377;545116
522;206;RUE FAIDHERBE (HELLEMMES);59260;LILLE;2015;CLAIR'AZUR;4649Z;Commerce de gros d'autres biens domestiques;50;2016-12-01T00:00:00;31/10/2015;18471130;424350
523;6;RUE NICOLAS LEBLANC;59000;LILLE;1997;AILE MEDICALE;7820Z;Activités des agences de travail temporaire;447;1997-06-03T00:00:00;31/12/2015;18412127;947928
524;5;RUE DE L EUROPE LOMME;59160;LILLE;2008;SARL BOUCHERIE DISTRIBUTION;4632B;Commerce de gros de produits à  base de viande;10;2008-06-24T00:00:00;31/12/2015;18385701;260383
525;35;RUE WINSTON CHURCHILL LOMME;59160;LILLE;2010;EXER;2620Z;Fabrication d'ordinateurs et d'équipements périphériques;34;2016-02-18T00:00:00;30/06/2015;18320623;-294965
526;;PORT FLUVIAL;59000;LILLE;2006;EUROVIA MANAGEMENT;4211Z;Construction de routes et autoroutes;912;2014-03-13T00:00:00;31/12/2015;18046522;468394
527;253;BOULEVARD DE LEEDS;59777;LILLE;2013;INTITEK;6202A;Conseil en systèmes et logiciels informatiques;194;2014-04-25T00:00:00;31/12/2015;17600956;2268051
528;10;RUE DE LA MONNAIE;59800;LILLE;2011;LEICA CAMERA SARL;4649Z;Commerce de gros d'autres biens domestiques;25;2011-09-21T00:00:00;31/03/2015;17547488;47361
529;1;BOULEVARD DES CITES UNIES;59777;LILLE;1995;SOCIETE D'EXPLOITATION DE LILLE GRAND PALAIS;9004Z;Gestion de salles de spectacles;78;2016-12-02T00:00:00;30/06/2015;17323051;472016
530;6;AVENUE DES SAULES;59000;LILLE;2013;IBM SERVICES CENTER FRANCE;6201Z;Programmation informatique;300;2016-03-11T00:00:00;31/12/2015;17060267;496795
531;163;AVENUE DE LA BRETAGNE;59000;LILLE;2015;IBM SERVICES CENTER FRANCE;6201Z;Programmation informatique;300;2015-05-10T00:00:00;31/12/2015;17060267;496795
532;13;AVENUE DE LA ROTONDE;59160;LILLE;2011;NORTENE TECHNOLOGIES;2229B;Fabrication produits de consommation courante en plastique;64;2015-06-03T00:00:00;31/12/2015;17036100;423455
533;11;PARVIS DE ROTTERDAM;59777;LILLE;2009;MATHEZ TRANSPORTS INTERNATIONAUX;5229B;Affrètement et organisation des transports;50;2009-12-15T00:00:00;31/12/2015;16810183;139507
534;;PLACE DE LA GARE;59800;LILLE;2016;RM;4729Z;Autres commerces de détail alimentaires en magasin spécialisé;120;2016-01-26T00:00:00;31/12/2015;16738549;-620813
535;679;AVENUE DE LA REPUBLIQUE;59800;LILLE;2010;RAOULT GROSPIRON INTERNATIONAL;4942Z;Services de déménagement;44;2012-02-17T00:00:00;31/12/2015;16591853;76615
536;128;RUE DU FAUBOURG DE DOUAI;59000;LILLE;2011;GLOBAL MAIL CONCEPT;4791A;Vente à  distance sur catalogue général;1;2011-07-20T00:00:00;31/12/2015;16524141;1072615
537;39;RUE NATIONALE;59800;LILLE;2012;COSMOPARIS;4772A;Commerce de détail de la chaussure;88;2012-11-19T00:00:00;31/08/2015;16498997;-5666769
538;10;BOULEVARD CARNOT;59800;LILLE;2010;TWEETER;4759B;Commerce de détail d'autres équipements du foyer;46;2011-06-22T00:00:00;31/08/2015;16418915;365836
539;475;AVENUE DE DUNKERQUE LOMME;59160;LILLE;1995;ODELEC SX NOLLET;4669A;Commerce de gros de matériel électrique;20;2003-01-04T00:00:00;31/12/2015;16403780;1145800
540;120;RUE D ESQUERMES;59000;LILLE;2015;SOC DE COORDINATION ET D'ORDONNANCEMENT;7112B;Ingénierie, études techniques;90;2015-05-20T00:00:00;31/12/2015;16227338;86581
541;23;RUE D ARRAS;59000;LILLE;2015;BIEN A LA MAISON;8810A;Aide à  domicile;1091;2016-01-24T00:00:00;30/06/2015;16185214;-1886033
542;253;BOULEVARD DE LEEDS;59777;LILLE;2010;BIEN A LA MAISON;8810A;Aide à  domicile;1091;2012-06-03T00:00:00;30/06/2015;16185214;-1886033
543;17;RUE ESQUERMOISE;59800;LILLE;2015;CHOCOLATERIE BISCUITERIE LARNICOL MOF;1071D;Pâtisserie;50;2015-12-16T00:00:00;30/09/2015;16154000;306000
544;;RUE DU DOCTEUR JENNER;59800;LILLE;2001;COGENT COMMUNICATIONS FRANCE;6110Z;Télécommunications filaires;26;2003-01-04T00:00:00;31/12/2015;16130035;664935
545;17;RUE NEUVE;59000;LILLE;1994;NATALYS;4771Z;Commerce de détail d'habillement en magasin spécialisé;21;1995-12-05T00:00:00;31/12/2015;16011378;1455582
546;67;RUE DE LUXEMBOURG;59777;LILLE;2004;MPMAN FRANCE;4652Z;Comm. de gros d'éqpts et composants électroniques et de télécomm.;0;2007-09-20T00:00:00;30/06/2015;15864048;25259
547;28;RUE DES ARTS;59800;LILLE;2014;4 CAD PLM;6202A;Conseil en systèmes et logiciels informatiques;50;2014-11-07T00:00:00;30/09/2015;15836856;238637
548;88;RUE DE PARIS;59800;LILLE;2015;MALAKOFF MEDERIC SERVICES;6622Z;Activités des agents et courtiers d'assurances;175;2015-07-16T00:00:00;31/12/2015;15835770;370250
549;58;RUE ESQUERMOISE;59800;LILLE;2016;ETABLISSEMENTS JEF;4772A;Commerce de détail de la chaussure;44;2016-10-25T00:00:00;30/06/2015;15786202;404329
550;16;PLACE DU GENERAL DE GAULLE;59800;LILLE;2014;BECHTEL FRANCE;7112B;Ingénierie, études techniques;1;2016-03-06T00:00:00;31/12/2015;15758416;-2572705
551;;RUE DES FRERES LUMIERE LOMME;59160;LILLE;1997;CIE EUROPE;4649Z;Commerce de gros d'autres biens domestiques;34;2016-04-06T00:00:00;28/02/2015;15697953;612219
552;195;RUE ADOLPHE DEFRENNE LOMME;59160;LILLE;1989;CLINIQUE DE LA MITTERIE;8610Z;Activités hospitalières;175;2015-08-07T00:00:00;31/12/2015;15616695;1206489
553;2;RUE NATIONALE;59800;LILLE;2013;OLIVER GRANT DIFFUSION;4771Z;Commerce de détail d'habillement en magasin spécialisé;138;2013-11-19T00:00:00;31/01/2015;15602880;603092
554;4;RUE DES CHATS BOSSUS;59800;LILLE;2003;CATIMINI;6820B;Location de terrains et d'autres biens immobiliers;45;2011-10-01T00:00:00;31/12/2015;15543850;2462280
555;31;RUE DU MOLINEL;59800;LILLE;2016;ALTAVIA LILLE;7311Z;Activités des agences de publicité;57;2016-12-22T00:00:00;31/12/2015;15488465;577712
556;17;RUE DES CHATS BOSSUS;59800;LILLE;2005;WOLFORD PARIS SARL;4642Z;Commerce de gros d'habillement et de chaussures;80;2005-04-11T00:00:00;30/04/2015;15399488;-308168
557;6;RUE GOMBERT;59800;LILLE;2010;LE COMPTOIR IRLANDAIS;4617A;Centrales d'achat alimentaires;94;2010-08-04T00:00:00;30/04/2015;15160470;657240
558;28;RUE DE PARIS;59800;LILLE;2013;URBANIS;7111Z;Activités d'architecture;200;2014-01-27T00:00:00;31/12/2015;15107615;661263
559;230;RUE LEON GAMBETTA;59000;LILLE;2004;SINGER FRANCE;4643Z;Commerce de gros d'appareils électroménagers;30;2016-01-24T00:00:00;31/12/2015;14966184;824827
560;100;CTRE COMMERCIAL EURALILLE;59777;LILLE;2012;LEGO BRAND RETAIL SAS;4765Z;Commerce de détail de jeux et jouets en magasin spécialisé;100;2013-02-20T00:00:00;31/12/2015;14943890;142647
561;39;RUE NATIONALE;59800;LILLE;2010;PATAUGAS;4642Z;Commerce de gros d'habillement et de chaussures;59;2010-10-29T00:00:00;31/08/2015;14890462;-1542204
562;25;RUE DE LA VIEILLE COMEDIE;59800;LILLE;2010;R.T INTERNATIONAL;4642Z;Commerce de gros d'habillement et de chaussures;20;2015-07-23T00:00:00;31/03/2015;14783429;138658
563;6;RUE JEAN ROISIN;59800;LILLE;2016;ZENIKA;6202A;Conseil en systèmes et logiciels informatiques;113;2016-02-01T00:00:00;31/12/2015;14731538;1061039
564;27;RUE NEUVE;59000;LILLE;1995;SPRINGFIELD FRANCE;4771Z;Commerce de détail d'habillement en magasin spécialisé;149;1996-07-03T00:00:00;28/02/2015;14536953;-4417326
565;1;RUE DU PROFESSEUR CALMETTE;59800;LILLE;2011;ALPA;7120B;Analyses, essais et inspections techniques;100;2012-02-12T00:00:00;31/12/2015;14389182;332270
566;37;RUE ESQUERMOISE;59800;LILLE;1998;CINNA;4647Z;Commerce de gros de meubles, de tapis et d'appareils d'éclairage;20;1998-09-17T00:00:00;30/09/2015;14116544;323486
567;;PAVE DU MOULIN;59260;LILLE;1988;D M D;4675Z;Commerce de gros de produits chimiques;9;2013-08-29T00:00:00;31/12/2015;13958341;5641401
568;;RUE LAVOISIER LOMME;59160;LILLE;1991;VIVARTE;7010Z;Activités des sièges sociaux;15;1996-03-13T00:00:00;31/08/2015;13954888;-698164324
569;84;RUE PAUL KIMPE;59260;LILLE;2016;MONDEXPORT GRAND PARIS;4639B;Commerce de gros alimentaire non spécialisé;19;2016-11-15T00:00:00;31/07/2015;13938822;-103763
570;;RUE DU TRAITE DE ROME;59160;LILLE;2012;FRANCE NORD DISTRIBUTION;4639A;Commerce de gros (commerce interentreprises) de produits surgelés;46;2015-05-29T00:00:00;31/07/2015;13927634;739314
571;90;RUE DE PARIS;59800;LILLE;2012;SIPAREX INGENIERIE ET FINANCE SIGEFI;6430Z;Fonds de placement et entités financières similaires;29;2013-02-03T00:00:00;31/12/2015;13859691;1114265
572;100;BOULEVARD DE TURIN;59777;LILLE;2007;BNP PARIBAS REAL ESTATE VALUATION FRANCE;6831Z;Agences immobilières;74;2007-01-17T00:00:00;31/12/2015;13725831;965932
573;65;RUE NATIONALE;59800;LILLE;2010;AIS 2;8810A;Aide à  domicile;138;2010-06-14T00:00:00;31/08/2015;13660606;-367609
574;2;RUE INKERMANN;59000;LILLE;2015;PICHET INVESTISSEMENT;6831Z;Agences immobilières;49;2015-08-31T00:00:00;31/12/2015;13560336;22264
575;107;RUE ESQUERMOISE;59800;LILLE;2013;VOYAGES MASSON;7911Z;Activités des agences de voyage;100;2013-03-06T00:00:00;31/10/2015;13496560;106081
576;2;RUE JEAN ROISIN;59800;LILLE;2012;KSI RETAIL;7820Z;Activités des agences de travail temporaire;309;2012-10-18T00:00:00;31/12/2015;13440835;665222
577;103;RUE BALZAC;59000;LILLE;2015;ORONA OUEST NORD;4329B;Autres travaux d'installation n.c.a.;59;2015-11-27T00:00:00;31/12/2015;13424561;554896
578;11;PARVIS DE ROTTERDAM;59777;LILLE;2008;BEGHIN MEIJI;4618Z;Interm. spécialisés commerce d'autres produits spécifiques;0;2016-10-04T00:00:00;31/03/2015;13306868;614267
579;1;PLACE LOUISE DE BETTIGNIES;59800;LILLE;2005;PEPE JEANS FRANCE SARL;4642Z;Commerce de gros d'habillement et de chaussures;117;2005-03-29T00:00:00;31/03/2015;13304996;-132097
580;3;RUE JEANNE MAILLOTTE;59800;LILLE;2016;DIDEROT EDUCATION CAMPUS;8542Z;Enseignement supérieur;80;2016-10-12T00:00:00;31/10/2015;13289155;852284
581;130;BOULEVARD DE LA LIBERTE;59800;LILLE;2015;SAEY;4672Z;Commerce de gros de minerais et métaux;1;2016-05-24T00:00:00;31/12/2015;13248333;95208
582;1;RUE JULES MOUSSERON;59160;LILLE;2015;COLMANT CUVELIER RPS;2829B;Fabrication d'autres machines d'usage général;66;2016-02-21T00:00:00;31/12/2015;13236924;620311
583;4;RUE PROFESSEUR LANGEVIN;59000;LILLE;2011;CYKLEO;7490B;Activités spécialisées, scientifiques et techniques diverses;57;2011-05-17T00:00:00;31/12/2015;13018708;1122566
584;78;RUE NATIONALE;59800;LILLE;2015;KINOUGARDE;8891A;Accueil de jeunes enfants;293;2015-04-08T00:00:00;31/07/2015;12848250;382957
585;6;BOULEVARD PAPIN;59800;LILLE;2005;"I P L ""ISEFAC PARIS LILLE""";8559A;Formation continue d'adultes;200;2007-09-28T00:00:00;30/06/2015;12797217;528935
586;21;AVENUE LE CORBUSIER;59800;LILLE;2015;I S L INGENIERIE;7112B;Ingénierie, études techniques;90;2016-01-31T00:00:00;31/12/2015;12719486;814780
587;165;AVENUE DE LA BRETAGNE;59000;LILLE;2009;GLOBAL KNOWLEDGE NETWORK FRANCE;8559A;Formation continue d'adultes;108;2009-07-31T00:00:00;30/09/2015;12687975;-1451272
588;128;RUE DU FAUBOURG DE DOUAI;59000;LILLE;2012;MAIL CONCEPT PLUS;4791A;Vente à  distance sur catalogue général;1;2012-03-21T00:00:00;31/12/2015;12603095;65897
589;;AVENUE WILLY BRANDT;59777;LILLE;2009;CAMPUSEA;5590Z;Autres hébergements;18;2010-08-10T00:00:00;31/12/2015;12432987;-238202
590;20;RUE DES TOURS;59800;LILLE;2016;CET INGENIERIE;7112B;Ingénierie, études techniques;43;2016-11-03T00:00:00;31/12/2015;12298415;571501
591;19;BOULEVARD PAPIN;59800;LILLE;2003;ARCHIVES GENEALOGIQUES ANDRIVEAU;6910Z;Activités juridiques;105;2005-08-01T00:00:00;31/12/2015;12193502;301516
592;32;PLACE DE LA GARE;59800;LILLE;2001;SOCIETE GESER BEST;7112B;Ingénierie, études techniques;183;2011-03-15T00:00:00;31/12/2015;12122054;70491
593;9019;MARCHE D INTERET NATIONAL;59160;LILLE;1996;SAS L M MEDINA;4941B;Transports routiers de fret de proximité;112;2000-07-27T00:00:00;31/12/2015;12060393;241073
594;203;RUE DE PARIS;59800;LILLE;2006;DETOWIN;4742Z;Comm. détail matériels télécommunication (magasin spécialisé);20;2016-10-04T00:00:00;31/12/2015;11915253;210926
595;108;RUE NATIONALE;59800;LILLE;2014;HVM PIZZA;5610C;Restauration de type rapide;182;2014-07-30T00:00:00;30/06/2015;11895765;430290
596;224;RUE ROGER SALENGRO (HELLEMMES);59260;LILLE;2016;HVM PIZZA;5610C;Restauration de type rapide;182;2016-01-08T00:00:00;30/06/2015;11895765;430290
597;70;RUE ARMAND CARREL;59000;LILLE;2014;HVM PIZZA;5610C;Restauration de type rapide;182;2014-08-08T00:00:00;30/06/2015;11895765;430290
598;22;RUE DE BETHUNE;59800;LILLE;1988;TIE RACK FRANCE;4771Z;Commerce de détail d'habillement en magasin spécialisé;132;2003-04-17T00:00:00;31/12/2015;11838006;-161076
599;55;CTRE COMMERCIAL EURALILLE;59777;LILLE;1994;TIE RACK FRANCE;4771Z;Commerce de détail d'habillement en magasin spécialisé;132;1995-01-17T00:00:00;31/12/2015;11838006;-161076
600;39;RUE SAINT SEBASTIEN;59800;LILLE;1900;ETS MENART;4632A;Commerce de gros de viandes de boucherie;10;1995-06-06T00:00:00;31/12/2015;11805272;211923
